model_label,image_id,stable_image_key,row_index,region_id,meso7_key,meso7_label,condition_key,condition_label,country,place_type,safe,lively,wealthy,beautiful,boring,depressing
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Taiwan (Province of China),urban,58,18,42,28,76,54
GPT-5.2,google_gsv_014097,row_735,735,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Mongolia,urban,72,25,38,58,62,34
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),urban,62,18,38,28,72,46
GPT-5.2,google_gsv_014097,row_735,735,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Mongolia,urban,62,18,34,55,70,38
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),urban,62,15,32,22,68,46
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),urban,62,18,32,28,67,55
GPT-5.2,google_gsv_014097,row_735,735,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Mongolia,urban,68,22,35,55,66,34
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),urban,58,18,32,25,72,52
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),urban,62,18,24,70,68,34
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),urban,60,20,30,25,65,55
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),urban,55,18,30,22,70,58
GPT-5.2,google_gsv_013216,row_736,736,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),urban,62,18,35,22,68,56
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Taiwan (Province of China),urban,62,12,28,58,74,34
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),urban,55,15,25,60,75,40
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),urban,62,18,25,67,58,28
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),urban,62,18,28,64,55,32
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Japan,urban,68,15,35,40,72,55
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Japan,urban,62,12,35,38,78,58
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),urban,55,12,22,58,67,32
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),urban,68,18,22,62,55,28
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Japan,urban,66,12,34,38,78,56
GPT-5.2,google_gsv_010122,row_737,737,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),urban,55,15,30,70,65,35
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Japan,urban,68,18,42,40,74,55
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Japan,urban,62,12,35,28,78,64
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Japan,urban,62,18,38,42,76,58
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Republic of Korea,town,55,18,32,28,72,60
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Republic of Korea,town,60,18,35,28,72,55
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Republic of Korea,town,58,22,35,28,72,60
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Japan,urban,62,15,35,38,74,58
GPT-5.2,google_gsv_014176,row_738,738,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Japan,urban,62,12,28,35,74,58
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Republic of Korea,town,63,20,38,27,72,58
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Republic of Korea,town,58,18,35,22,72,55
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Republic of Korea,town,62,22,34,28,71,58
GPT-5.2,google_gsv_000064,row_740,740,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),urban,58,12,34,41,72,56
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Republic of Korea,town,56,18,32,24,72,58
GPT-5.2,google_gsv_009075,row_739,739,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Republic of Korea,town,58,18,34,26,72,61
GPT-5.2,google_gsv_000064,row_740,740,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),urban,62,18,45,46,74,52
GPT-5.2,google_gsv_000064,row_740,740,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),urban,58,18,32,45,74,52
GPT-5.2,google_gsv_000064,row_740,740,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),urban,58,12,38,45,78,54
GPT-5.2,google_gsv_000064,row_740,740,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),urban,55,15,35,45,75,55
GPT-5.2,google_gsv_000064,row_740,740,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),urban,62,18,34,41,74,53
GPT-5.2,google_gsv_000064,row_740,740,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),urban,55,15,35,45,75,55
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Japan,urban,62,12,28,46,74,38
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Japan,urban,62,10,28,48,78,34
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Japan,urban,62,10,28,55,74,35
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Japan,urban,62,10,28,42,78,34
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),urban,68,18,30,72,70,28
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Japan,urban,62,10,28,55,72,38
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Japan,urban,62,12,18,54,74,38
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),urban,72,18,22,63,70,28
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Japan,urban,58,15,30,48,75,40
GPT-5.2,google_gsv_018707,row_741,741,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Japan,urban,55,10,20,45,75,40
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Taiwan (Province of China),urban,64,18,22,58,72,28
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),urban,72,18,28,63,70,22
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),urban,72,18,22,58,74,28
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),urban,62,18,22,55,68,28
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),urban,68,12,22,55,72,28
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Republic of Korea,urban,72,18,45,52,70,32
GPT-5.2,google_gsv_005737,row_742,742,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),urban,72,15,28,58,74,22
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Republic of Korea,urban,78,18,62,55,72,28
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Republic of Korea,urban,78,22,55,58,66,28
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Republic of Korea,urban,78,22,58,52,74,34
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Republic of Korea,urban,78,20,55,60,70,30
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Republic of Korea,urban,78,22,55,58,70,35
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Republic of Korea,urban,78,22,55,52,74,34
GPT-5.2,google_gsv_009388,row_743,743,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Republic of Korea,urban,76,18,52,55,74,34
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),urban,62,18,30,22,70,55
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),urban,62,18,34,22,74,48
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),urban,62,18,35,28,74,46
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),urban,58,18,35,22,76,52
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),urban,58,18,34,22,74,46
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Taiwan (Province of China),urban,62,18,40,30,74,45
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Republic of Korea,urban,70,35,50,45,60,35
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),urban,58,12,28,22,78,55
GPT-5.2,google_gsv_027452,row_744,744,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),urban,58,15,32,22,74,48
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Republic of Korea,urban,68,32,52,45,62,38
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Republic of Korea,urban,70,25,45,50,75,55
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Republic of Korea,urban,68,34,52,48,62,38
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Republic of Korea,urban,68,34,50,46,62,41
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Republic of Korea,urban,74,32,55,50,66,34
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Republic of Korea,urban,72,32,55,50,62,38
GPT-5.2,google_gsv_027450,row_745,745,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Republic of Korea,urban,62,28,45,50,66,40
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),urban,55,20,25,30,70,60
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Taiwan (Province of China),urban,55,15,30,25,75,50
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),urban,62,18,28,32,74,56
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),urban,58,12,22,28,74,55
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Mongolia,urban,62,18,28,32,74,58
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),urban,55,20,30,25,70,55
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),urban,55,15,25,30,70,50
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),urban,58,12,22,28,76,55
GPT-5.2,google_gsv_005141,row_746,746,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),urban,58,18,32,28,74,55
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Mongolia,urban,63,18,22,28,74,58
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Mongolia,urban,62,18,22,28,74,61
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Mongolia,urban,55,20,28,35,78,62
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Mongolia,urban,55,15,25,30,80,65
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Mongolia,urban,55,15,25,30,75,70
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Mongolia,urban,55,10,20,25,75,65
GPT-5.2,google_gsv_029162,row_747,747,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Mongolia,urban,62,15,22,35,78,58
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Republic of Korea,town,62,55,42,35,48,50
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Republic of Korea,town,63,52,48,38,56,44
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Republic of Korea,town,62,45,38,32,55,53
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Republic of Korea,town,62,55,42,38,52,47
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Republic of Korea,town,62,48,45,34,55,52
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Republic of Korea,town,62,48,38,32,55,52
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Republic of Korea,town,58,42,38,30,60,55
GPT-5.2,google_gsv_017843,row_748,748,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Republic of Korea,town,62,48,38,35,58,52
GPT-5.2,google_gsv_005754,row_749,749,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Mongolia,urban,62,18,30,46,74,38
GPT-5.2,google_gsv_005754,row_749,749,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Mongolia,urban,62,18,34,46,72,44
GPT-5.2,google_gsv_005754,row_749,749,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Mongolia,urban,62,18,32,46,68,55
GPT-5.2,google_gsv_005754,row_749,749,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Mongolia,urban,62,18,32,46,74,52
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Republic of Korea,town,72,28,45,34,70,42
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Republic of Korea,town,70,20,55,35,75,40
GPT-5.2,google_gsv_005754,row_749,749,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Mongolia,urban,62,18,28,45,74,52
GPT-5.2,google_gsv_005754,row_749,749,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Mongolia,urban,55,18,30,45,70,50
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Republic of Korea,town,72,22,45,30,68,38
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Republic of Korea,town,68,22,55,38,74,44
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Republic of Korea,town,74,22,46,35,68,38
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Japan,urban,72,18,40,28,78,46
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Japan,urban,72,18,45,28,78,42
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Republic of Korea,town,72,22,48,34,70,38
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Republic of Korea,town,68,22,45,30,70,42
GPT-5.2,google_gsv_022235,row_750,750,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Republic of Korea,town,62,18,45,30,72,38
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Japan,urban,78,22,55,34,70,38
GPT-5.2,google_gsv_005754,row_749,749,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Mongolia,urban,62,18,32,44,72,46
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Japan,urban,78,22,55,38,74,34
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Japan,urban,72,18,46,34,78,42
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Japan,urban,78,18,42,32,74,46
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Japan,urban,74,18,42,38,78,34
GPT-5.2,google_gsv_022067,row_752,752,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),town,76,22,58,62,70,18
GPT-5.2,google_gsv_022067,row_752,752,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),town,78,22,58,55,70,18
GPT-5.2,google_gsv_000390,row_751,751,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Japan,urban,72,18,35,32,78,46
GPT-5.2,google_gsv_022067,row_752,752,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),town,78,22,62,66,70,18
GPT-5.2,google_gsv_022067,row_752,752,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),town,72,18,60,55,68,22
GPT-5.2,google_gsv_022067,row_752,752,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),town,78,22,55,62,68,18
GPT-5.2,google_gsv_022067,row_752,752,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),town,72,18,58,62,70,22
GPT-5.2,google_gsv_023923,row_753,753,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Japan,town,62,18,32,28,74,52
GPT-5.2,google_gsv_023923,row_753,753,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Japan,town,62,18,32,28,78,55
GPT-5.2,google_gsv_023923,row_753,753,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Japan,town,62,18,35,28,72,44
GPT-5.2,google_gsv_023923,row_753,753,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Japan,town,62,15,30,28,78,55
GPT-5.2,google_gsv_022067,row_752,752,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),town,78,22,60,58,66,18
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Taiwan (Province of China),urban,65,10,30,35,80,45
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Taiwan (Province of China),urban,62,12,28,34,78,46
GPT-5.2,google_gsv_023923,row_753,753,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Japan,town,62,18,38,30,78,55
GPT-5.2,google_gsv_023923,row_753,753,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Japan,town,62,15,28,30,72,58
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Taiwan (Province of China),urban,68,15,35,40,78,48
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Taiwan (Province of China),urban,68,15,35,40,80,55
GPT-5.2,google_gsv_023923,row_753,753,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Japan,town,62,12,28,22,78,55
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Taiwan (Province of China),urban,68,18,32,40,78,44
GPT-5.2,google_gsv_027490,row_755,755,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Republic of Korea,urban,62,18,38,28,76,58
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Taiwan (Province of China),urban,62,18,38,40,78,52
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Taiwan (Province of China),urban,62,12,28,32,82,55
GPT-5.2,google_gsv_027490,row_755,755,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Republic of Korea,urban,62,15,35,28,78,66
GPT-5.2,google_gsv_002779,row_754,754,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Taiwan (Province of China),urban,62,12,28,40,78,55
GPT-5.2,google_gsv_027490,row_755,755,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Republic of Korea,urban,62,18,40,32,78,55
GPT-5.2,google_gsv_027490,row_755,755,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Republic of Korea,urban,62,15,40,32,78,58
GPT-5.2,google_gsv_027490,row_755,755,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Republic of Korea,urban,55,12,32,25,78,62
GPT-5.2,google_gsv_027490,row_755,755,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Republic of Korea,urban,62,15,35,25,75,60
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Republic of Korea,urban,45,5,25,20,75,65
GPT-5.2,google_gsv_027490,row_755,755,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Republic of Korea,urban,62,12,38,32,78,55
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Republic of Korea,urban,55,10,60,25,75,65
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,europe_northern_america,ENA,Republic of Korea,urban,45,10,35,20,70,65
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,latin_america_caribbean,LAC,Republic of Korea,urban,55,10,50,20,75,65
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Republic of Korea,urban,55,10,45,20,80,65
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Republic of Korea,urban,55,10,35,15,80,65
GPT-5.2,google_gsv_023641,row_757,757,Eastern_Asia,east_southeast_asia,ESEA,sub_saharan_africa,SSA,Japan,urban,65,10,45,30,80,55
GPT-5.2,google_gsv_023641,row_757,757,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Japan,urban,68,12,38,25,78,55
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,central_southern_asia,CSA,Republic of Korea,urban,55,10,45,25,75,60
GPT-5.2,google_gsv_023641,row_757,757,Eastern_Asia,east_southeast_asia,ESEA,northern_africa_western_asia,NAWA,Japan,urban,62,15,35,30,78,55
GPT-5.2,google_gsv_005723,row_756,756,Eastern_Asia,east_southeast_asia,ESEA,oceania,OCE,Republic of Korea,urban,55,10,35,20,80,65
GPT-5.2,google_gsv_023641,row_757,757,Eastern_Asia,east_southeast_asia,ESEA,east_southeast_asia,ESEA,Japan,urban,68,12,38,32,78,52
GPT-5.2,google_gsv_023641,row_757,757,Eastern_Asia,east_southeast_asia,ESEA,neutral,NEU,Japan,urban,62,12,38,28,78,55
