model_label,image_id,condition_key,snippet
GPT-5.2,google_gsv_025265,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":32,""beautiful"":45,""boring"":70,""depressing"
GPT-5.2,google_gsv_026869,northern_africa_western_asia,"{""safe"":55,""lively"":30,""wealthy"":25,""beautiful"":35,""boring"
GPT-5.2,google_gsv_028790,sub_saharan_africa,"{
  ""safe"": 55,
  ""lively"": 10,
  ""wealthy"": 15,
  ""beautiful"": 40,
  ""boring"": 80,
  ""de"
GPT-5.2,google_gsv_005935,sub_saharan_africa,"{""safe"":45,""lively"":35,""wealthy"":30,""beautiful"":25,""boring"":"
GPT-5.2,google_gsv_005957,northern_africa_western_asia,"{
  ""safe"": 72,
  ""lively"": 15,
  ""wealthy"": 40,
  ""beautiful"": 48,
  ""boring"": 75,
  ""depressing"":"
GPT-5.2,google_gsv_006069,east_southeast_asia,"{""safe"":62,""lively"":18,""wealthy"":35,""beautiful"":42,"""
GPT-5.2,google_gsv_006590,latin_america_caribbean,"{""safe"":68,""lively"":22,""wealthy"":45,""beautiful"":40,""boring"":72,"""
GPT-5.2,google_gsv_000684,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":35,""beautiful"":40,""boring"":80,""depressing"
GPT-5.2,google_gsv_000700,northern_africa_western_asia,"{""safe"":55,""lively"":25,""wealthy"":30,""beautiful"":25,""boring"":70,""depress"
GPT-5.2,google_gsv_002657,sub_saharan_africa,"{""safe"":68,""lively"":28,""wealthy"":55,""beautiful"":35,""boring"":62,""depressing"":"
GPT-5.2,google_gsv_003873,sub_saharan_africa,"{
  ""safe"": 62,
  ""lively"": 18,
  ""wealthy"": 38,
  ""beautiful"
GPT-5.2,google_gsv_004228,sub_saharan_africa,"{""safe"":62,""lively"":55,""wealthy"":45,""beautiful"":38,""boring"":50,""depressing"
GPT-5.2,google_gsv_004277,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":20"
GPT-5.2,google_gsv_004585,sub_saharan_africa,"{""safe"":62,""lively"":22,""wealthy"":"
GPT-5.2,google_gsv_005124,sub_saharan_africa,"{""safe"":62,""lively"":8,""wealthy"":35"
GPT-5.2,google_gsv_008364,northern_africa_western_asia,"{""safe"":62,""lively"":28,""wealthy"":40,""beautiful"":35,""boring"":68,""de"
GPT-5.2,google_gsv_008789,east_southeast_asia,"{""safe"":62,""lively"":48,""wealthy"":38,""beautiful"":42,"""
GPT-5.2,google_gsv_011167,northern_africa_western_asia,"{""safe"":67,""lively"":28,""wealthy"
GPT-5.2,google_gsv_012523,sub_saharan_africa,"{""safe"":60,""lively"
GPT-5.2,google_gsv_014749,central_southern_asia,"{""safe"":55,""lively"":20,""wealthy"":35,""beautiful"":30,""boring"":75,""depressing"
GPT-5.2,google_gsv_015371,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":38,""beautiful"":28,"""
GPT-5.2,google_gsv_015808,sub_saharan_africa,"{""safe"":55,""lively"":30,""wealthy"":25,""beautiful"":20,""boring"
GPT-5.2,google_gsv_018526,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":20,""beautiful"":30,""boring"":80,""depressing"":"
GPT-5.2,google_gsv_019991,northern_africa_western_asia,"{
  ""safe"": 62,
  ""lively"": 18,
  ""wealthy"": 32,
  ""beautiful"": 55,
  ""boring"":"
GPT-5.2,google_gsv_019991,sub_saharan_africa,"{""safe"":55,""lively"":20,""wealthy"":35,""beautiful"":50,"""
GPT-5.2,google_gsv_020702,northern_africa_western_asia,"{""safe"":45,""lively"":52,""wealthy"":35,""beautiful"":25,""boring"":48,""de"
GPT-5.2,google_gsv_022201,northern_africa_western_asia,"{""safe"":55,""lively"":30,""wealthy"":25,""beautiful"":35,""boring"":70,""depressing"":"
GPT-5.2,google_gsv_022561,latin_america_caribbean,"{""safe"":62,""lively"":28,""wealthy"":36,""beautiful"":32,""boring"":67,""depressing"
GPT-5.2,google_gsv_024110,northern_africa_western_asia,"{
  ""safe"": 68,
  ""lively"": 42,
  ""wealthy"": 45,
  ""beautiful"": 52,
  ""boring"": 58,"
GPT-5.2,google_gsv_024186,northern_africa_western_asia,"{""safe"":72,""lively"":10,""wealthy"":22,""beautiful"
GPT-5.2,google_gsv_024467,east_southeast_asia,"{
  ""safe"": 78,
  ""lively"": 22,
  ""wealthy"": 62,
  ""beautiful"": 70,
  ""boring"
GPT-5.2,google_gsv_025066,northern_africa_western_asia,"{""safe"":"
GPT-5.2,google_gsv_026770,sub_saharan_africa,"{""safe"":62,""lively"":28"
GPT-5.2,google_gsv_026770,central_southern_asia,"{""safe"":62,""lively"":22,""wealthy"":30,""beautiful"":28,""boring"":74,""de"
GPT-5.2,google_gsv_027881,sub_saharan_africa,"{""safe"":55,""lively"":40,""wealthy"":35,""beautiful"":38,""boring"":60"
GPT-5.2,google_gsv_028792,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":32,""beautiful"":34,""boring"":74"
GPT-5.2,google_gsv_029404,east_southeast_asia,"{
  ""safe"": 48,
  ""lively"": 62,
  ""wealthy"": 40,
  ""beautiful"": 34,
  ""boring"": 46,
  ""de"
GPT-5.2,google_gsv_016329,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":55,""beautiful"":42,""boring"":74,""de"
GPT-5.2,google_gsv_017061,northern_africa_western_asia,"{""safe"
GPT-5.2,google_gsv_023389,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":55"
GPT-5.2,google_gsv_023389,northern_africa_western_asia,"{""safe"":58,""lively"":18,""wealthy"":38,""beautiful"":24,""boring"":74,""depressing"
GPT-5.2,google_gsv_003465,northern_africa_western_asia,"{""safe"":55,""lively"":10,""wealthy"":30,""beautiful"
GPT-5.2,google_gsv_010107,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":62,""beautiful"":58,""boring"":"
GPT-5.2,google_gsv_018958,east_southeast_asia,"{""safe"":72,""lively"":18,""wealthy"":55,""beautiful"":52,""boring"":74,""de"
GPT-5.2,google_gsv_005552,northern_africa_western_asia,"{""safe"":58,"""
GPT-5.2,google_gsv_015622,sub_saharan_africa,"{""safe"":72,""lively"":28,""wealthy"":55,""beautiful"
GPT-5.2,google_gsv_015622,northern_africa_western_asia,"{
  ""safe"": 62,
  ""lively"": 22,
  ""wealthy"": 40,
  ""beautiful"":"
GPT-5.2,google_gsv_021126,northern_africa_western_asia,"{
  ""safe"": 78,
  ""lively"": 22,
  ""wealthy"": 48,
  ""beautiful"": 55,
  ""boring"": 70,
  ""depress"
GPT-5.2,google_gsv_028141,east_southeast_asia,"{""safe"":55,""lively"":20,""wealthy"":30,""beautiful"":25,""boring"":70,""depressing"
GPT-5.2,google_gsv_026146,sub_saharan_africa,"{""safe"":70,""lively"":25,""wealthy"":45,""beautiful"":55,""boring"":"
GPT-5.2,google_gsv_019734,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":63,""beautiful"":44,""boring"":78,""depress"
GPT-5.2,google_gsv_011667,sub_saharan_africa,"{
  ""safe"": 82,
  ""lively"": 18,
  ""wealthy"": 62,
  ""beautiful"": 55,
  ""boring"": 74"
GPT-5.2,google_gsv_012484,sub_saharan_africa,"{""safe"":78,""lively"
GPT-5.2,google_gsv_030061,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":28,""beautiful"":42,""boring"":74,""de"
GPT-5.2,google_gsv_026765,northern_africa_western_asia,"{""safe"":65,""lively"":15,""wealthy"":45,""beautiful"":40"
GPT-5.2,google_gsv_009645,sub_saharan_africa,"{""safe"":62,""lively"":22,""wealthy"":38,"""
GPT-5.2,google_gsv_018667,sub_saharan_africa,"{""safe"":55,""lively"":15,""wealthy"":20,""beautiful"":30,""boring"":75,"""
GPT-5.2,google_gsv_021544,northern_africa_western_asia,"{""safe"":68,""lively"":18,""wealthy"":38,""beautiful"":34,"""
GPT-5.2,google_gsv_027051,sub_saharan_africa,"{""safe"":72,""l"
GPT-5.2,google_gsv_002673,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":55,""beautiful"":"
GPT-5.2,google_gsv_004329,latin_america_caribbean,"{""safe"":62,""lively"":18,""wealthy"":35,""beautiful"":30,""boring"":74"
GPT-5.2,google_gsv_025579,northern_africa_western_asia,"{""safe"":78,""lively"":22,""wealthy"":55,""beautiful"":58,""boring"":66,""de"
GPT-5.2,google_gsv_028302,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":45,""beautiful"":52"
GPT-5.2,google_gsv_012963,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":45,""beautiful"":52,""boring"":72,""depress"
GPT-5.2,google_gsv_028257,east_southeast_asia,"{""safe"":68,""lively"":18,""wealthy"":42,""beautiful"":36,""boring"":74,""depressing"":"
GPT-5.2,google_gsv_029023,northern_africa_western_asia,"{""safe"":75,""lively"":30,""wealthy"":50,""beautiful"":45,""boring"":70,""de"
GPT-5.2,google_gsv_019860,europe_northern_america,"{""safe"":52,""lively"":8,""wealthy"":28,""beautiful"":32,""boring"":78,""depressing"
GPT-5.2,google_gsv_018135,sub_saharan_africa,"{""safe"":70,""l"
GPT-5.2,google_gsv_015746,sub_saharan_africa,"{
  ""safe"": 72,
  ""lively"": 28,
  ""wealthy"": 52,
  ""beautiful"": 43,
  ""boring"": 68"
GPT-5.2,google_gsv_009128,northern_africa_western_asia,"{
  ""safe"": 78,
  ""lively"": 20,
  ""wealthy"": 52,
  ""beautiful"": 55,
  ""boring"": 72,"
GPT-5.2,google_gsv_021624,sub_saharan_africa,"{""safe"":75,""lively"":30,""wealthy"":70,""beautiful"":45,""boring"
GPT-5.2,google_gsv_016982,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":60,""beautiful"
GPT-5.2,google_gsv_029208,sub_saharan_africa,"{""safe"":68,""lively"":12,""wealthy"":35,""beautiful"":55"
GPT-5.2,google_gsv_002613,sub_saharan_africa,"{""safe"":78"
GPT-5.2,google_gsv_011087,central_southern_asia,"{""safe"":65,""lively"":20"
GPT-5.2,google_gsv_023509,northern_africa_western_asia,"{""safe"":78,""lively"":18,""wealthy"":"
GPT-5.2,google_gsv_006637,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":32,""beautiful"":74,""boring"":68,""depress"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":68,""lively"":18,""wealthy"":40,""beautiful"":55,""bor"
GPT-5.2,google_nan,northern_africa_western_asia,"{""safe"":55,""lively"":10,""wealthy"":25,""beautiful"":45,""boring"":75"
GPT-5.2,google_nan,sub_saharan_africa,"{
  ""safe"": 52,
  ""lively"": 28,
  ""wealthy"":"
GPT-5.2,google_nan,europe_northern_america,"{
  ""safe"": 68,
  ""lively"": 45,
  ""wealth"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":"
GPT-5.2,google_gsv_007111,sub_saharan_africa,"{""safe"":52,""lively"":60,""wealthy"":28,""beautiful"":32,""boring"":35,""depress"
GPT-5.2,google_gsv_007111,east_southeast_asia,"{""safe"":42,""lively"":58"
GPT-5.2,google_nan,central_southern_asia,"{
  ""safe"": 82,
  ""lively"": 28,
  ""wealthy"": 70,
  ""beautiful"": 62,
  ""boring"": 58"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":55,""lively"":45,""wealthy"":"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":45"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":58,""lively"":18"
GPT-5.2,google_gsv_006262,sub_saharan_africa,"{""safe"":68,""lively"":18,""wealthy"":28,""beautiful"":62,""boring"":"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":32,""beautiful"":64"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":65,""lively"":20,""wealthy"":35,""beautiful"":55,""boring"":70"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"":38,"""
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":62,""lively"":22,""wealthy"
GPT-5.2,google_gsv_007149,northern_africa_western_asia,"{""safe"":62,""lively"":28,""wealthy"":35,""beautiful"":55,""boring"":70,""depressing"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":62,""lively"":15,""wealthy"":35,""beautiful"":55,""boring"":70,""depressing"":"
GPT-5.2,google_nan,central_southern_asia,"{""safe"":63,""lively"":20,""wealthy"":28,""beautiful"":62,""boring"
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":62,""lively"":22,""wealthy"":28,""beautiful"":48,"""
GPT-5.2,google_nan,sub_saharan_africa,"{""safe"":"
GPT-5.2,google_gsv_012148,northern_africa_western_asia,"{""safe"":62,""lively"":18,""wealthy"":32,""beautiful"":28,""boring"":74"
GPT-5.2,google_gsv_014819,northern_africa_western_asia,"{""safe"":62,""lively"":18,""wealthy"":30,""beautiful"
GPT-5.2,google_gsv_023534,sub_saharan_africa,"{""safe"":42,""lively"":10,""wealthy"":18,""beautiful"":28,""bor"
GPT-5.2,google_gsv_024477,sub_saharan_africa,"{
  ""safe"": 55,
  ""lively"": 15,
  ""wealthy"": 25,
  ""beautiful"": 30,
  ""boring"":"
GPT-5.2,google_gsv_000670,sub_saharan_africa,"{""safe"":62"
GPT-5.2,google_gsv_019775,sub_saharan_africa,"{""safe"":65,""lively"":20,""wealthy"":55,""beautiful"":"
GPT-5.2,google_gsv_022164,sub_saharan_africa,"{""safe"":62,"""
GPT-5.2,google_gsv_022882,northern_africa_western_asia,"{""safe"":72,""lively"":18,""wealthy"":55,""beautiful"":60,""boring"":74,"""
GPT-5.2,google_gsv_014260,sub_saharan_africa,"{""safe"":78,""lively"":18,""wealthy"":32"
GPT-5.2,google_gsv_010023,northern_africa_western_asia,"{""safe"":52,""lively"":38,""wealthy"":28,""beautiful"":34,""bor"
GPT-5.2,google_gsv_022874,latin_america_caribbean,"{
  ""safe"": 55,
  ""lively"": 20,
  ""wealthy"": 25,
  ""beautiful"": 40,
  ""boring"": 70,
  ""depressing"":"
GPT-5.2,google_gsv_010862,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"":40,""beautiful"":34"
GPT-5.2,google_gsv_010862,central_southern_asia,"{""safe"":62,""lively"":45,""wealthy"":40,""beautiful"":38,"""
GPT-5.2,google_gsv_016342,sub_saharan_africa,"{""safe"":45,""lively"":20,""wealthy"":25,""beautiful"":30,""boring"
GPT-5.2,google_gsv_002665,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"":45,""beautiful"":48,""boring"":66,""depressing"":"
GPT-5.2,google_gsv_029922,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":15,""beautiful"":45"
GPT-5.2,google_gsv_014330,latin_america_caribbean,"{""safe"":42,""lively"":8,""wealthy"":12,""beautiful"":28,""boring"":78,""depressing"
GPT-5.2,google_gsv_004563,sub_saharan_africa,"{""safe"":58,""lively"":18,""wealthy"":22,""beautiful"":55,""boring"":68,""depress"
GPT-5.2,google_gsv_026283,sub_saharan_africa,"{""safe"":45,""lively"":5,""wealthy"":10,""beautiful"":20,""boring"":85,""depressing"":"
GPT-5.2,google_gsv_011420,sub_saharan_africa,"{""safe"":52,""lively"":12,""wealthy"":"
GPT-5.2,google_gsv_012233,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":30,""beautiful"":"
GPT-5.2,google_gsv_029647,northern_africa_western_asia,"{
  ""safe"": 62,
  ""lively"": 18,
  ""wealthy"": 32,
  ""beautiful"": 38,
  ""boring"": 72,
  ""depress"
GPT-5.2,google_gsv_021257,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealth"
GPT-5.2,google_gsv_000865,east_southeast_asia,"{
  ""safe"": 62,
  ""lively"": 24,
  ""wealthy"": 32,
  ""beautiful"":"
GPT-5.2,google_gsv_011675,sub_saharan_africa,"{""safe"":55,""lively"":20,""wealthy"":30,""beautiful"":25,""boring"":"
GPT-5.2,google_gsv_011675,northern_africa_western_asia,"{
  ""safe"": 52,
  ""lively"": 18,
  ""wealthy"":"
GPT-5.2,google_gsv_022161,northern_africa_western_asia,"{""safe"":68,""lively"":28,""wealthy"":34,""beautiful"":55,""bor"
GPT-5.2,google_gsv_026466,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":22,""beautiful"":48,""boring"
GPT-5.2,google_gsv_011798,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"":34,""beautiful"":55,"""
GPT-5.2,google_gsv_012217,central_southern_asia,"{""safe"":67,""lively"":18,""wealthy"":32,""beautiful"":46,""boring"":72,"""
GPT-5.2,google_gsv_014728,northern_africa_western_asia,"{""safe"":76,""lively"":18,""wealthy"":52,""beautiful"":57,""boring"
GPT-5.2,google_gsv_022565,sub_saharan_africa,"{""safe"":55,""lively"":20,""wealthy"":30,""beautiful"":45,""boring"":70,""de"
GPT-5.2,google_gsv_019432,sub_saharan_africa,"{""safe"":72,""lively"":22,""wealthy"":55,""beautiful"":48,""boring"":70,""de"
GPT-5.2,google_gsv_014922,sub_saharan_africa,"{
  ""safe"": 62,
  """
GPT-5.2,google_gsv_017085,sub_saharan_africa,"{""safe"":55,""lively"":15,""wealthy"":"
GPT-5.2,google_gsv_027373,sub_saharan_africa,"{""safe"":55,""lively"":20,""wealthy"":30,""beautiful"":45"
GPT-5.2,google_gsv_024173,sub_saharan_africa,"{""safe"":82,""lively"":28,""wealthy"":68,""beautiful"":60,""boring"
GPT-5.2,google_gsv_013041,sub_saharan_africa,"{""safe"":58,""lively"":18,""wealthy"":42,""beautiful"":34,""boring"":72,""depressing"
GPT-5.2,google_gsv_003042,northern_africa_western_asia,"{""safe"":58,""lively"":22,""wealthy"":28,""beautiful"":40,""boring"":70,""de"
GPT-5.2,google_gsv_017116,sub_saharan_africa,"{""safe"":55,""lively"":20,""wealthy"":25,""beautiful"":45,""boring"":75,""de"
GPT-5.2,google_gsv_004744,sub_saharan_africa,"{"""
GPT-5.2,google_gsv_002819,sub_saharan_africa,"{""safe"":62,""lively"":12,""wealthy"":22,""beautiful"":48,""boring"":74,""depressing"
GPT-5.2,google_gsv_028741,northern_africa_western_asia,"{
  ""safe"": 55,
  ""lively"": 15,
  ""wealthy"": 35,
  ""beautiful"
GPT-5.2,google_gsv_018219,sub_saharan_africa,"{""safe"":62,""lively"":22,""wealthy"":28"
GPT-5.2,google_gsv_030192,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":35,""beautiful"":78,""boring"":62,""de"
GPT-5.2,google_gsv_012908,sub_saharan_africa,"{
  ""safe"": 62,
  ""lively"": 55,
  ""wealthy"": 40,
  ""beautiful"": 38,"
GPT-5.2,google_gsv_012908,northern_africa_western_asia,"{""safe"":62,""lively"":46,""wealthy"":38,""beautiful"":44,""boring"":55,""depress"
GPT-5.2,google_gsv_005181,northern_africa_western_asia,"{""safe"":68,""lively"":22,""wealthy"":62,""beautiful"":55,""boring"":71"
GPT-5.2,google_gsv_017625,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":32,""beautiful"":58,"""
GPT-5.2,google_gsv_024563,oceania,"{""safe"":58,""lively"":18,""wealthy"":32,""beautiful"":62,""boring"":66"
GPT-5.2,google_gsv_014559,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":22,""beautiful"":58,""boring"":74,""de"
GPT-5.2,google_gsv_015945,northern_africa_western_asia,"{""safe"":46,""lively"":28,""wealthy"":18,""beautiful"
GPT-5.2,google_gsv_026103,northern_africa_western_asia,"{
  ""safe"": 55,
  ""lively"": 15,
  ""wealthy"": 30,
  ""beautiful"": 35,
  ""boring"": 80,
  ""depressing"":"
GPT-5.2,google_gsv_026103,sub_saharan_africa,"{
  ""safe"": 58,
  ""lively"": 12,
  ""wealthy"": 35,
  ""beautiful"": 40,
  ""boring"": 78,
  ""de"
GPT-5.2,google_gsv_000727,northern_africa_western_asia,"{""safe"":45,""lively"":15,""wealthy"":"
GPT-5.2,google_gsv_000727,latin_america_caribbean,"{
  ""safe"": 43,
  ""lively"": 18,
  ""wealthy"": 34,
  ""beautiful"": 27,
  ""boring"": 74,"
GPT-5.2,google_gsv_000727,central_southern_asia,"{""safe"":55,""lively"":18,""wealthy"":"
GPT-5.2,google_gsv_002140,sub_saharan_africa,"{""safe"":65,""lively"":30,""wealthy"":25,""beautiful"":45,""boring"":60,""de"
GPT-5.2,google_gsv_003187,northern_africa_western_asia,"{
  ""safe"": 58,
  ""lively"": 12,
  ""wealthy"": 22,
  ""beautiful"": 55,
  ""boring"": 78,
  ""depressing"":"
GPT-5.2,google_gsv_030219,sub_saharan_africa,"{""safe"":68,""lively"":18,""wealthy"":28,""beautiful"":42,""boring"":"
GPT-5.2,google_gsv_002059,sub_saharan_africa,"{""safe"":58,""lively"":42,""wealthy"":32,""beautiful"":28"
GPT-5.2,google_gsv_013817,central_southern_asia,"{""safe"":62,""lively"":15,""wealthy"":35,""beautiful"":40,""boring"":78,""depressing"
GPT-5.2,google_gsv_009984,sub_saharan_africa,"{""safe"":70,""lively"":25,""wealthy"":60,""beautiful"":55,""boring"":75,""depressing"":"
GPT-5.2,google_gsv_018625,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":28,""beautiful"":45,""boring"
GPT-5.2,google_gsv_018625,central_southern_asia,"{""safe"":58,""lively"":12,""wealthy"":22,""beautiful"":40,""boring"":78,""depressing"
GPT-5.2,google_gsv_010839,sub_saharan_africa,"{""safe"":68,""lively"":22,""wealthy"":38,""beautiful"":55,""boring"":70,""depressing"":"
GPT-5.2,google_gsv_012791,sub_saharan_africa,"{""safe"":56,""lively"":22,""wealthy"":25,""beautiful"":28,""bor"
GPT-5.2,google_gsv_001014,northern_africa_western_asia,"{""safe"":58,""lively"":22,""wealthy"":30,""beautiful"":36,""boring"":62,""depressing"":"
GPT-5.2,google_gsv_014208,sub_saharan_africa,"{""safe"":54,""lively"":12,""wealthy"":18,""beautiful"":45,""boring"":78,""depress"
GPT-5.2,google_gsv_013899,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":35,""beautiful"":"
GPT-5.2,google_gsv_013899,northern_africa_western_asia,"{""safe"":62,""lively"":18,""wealthy"":28,""beautiful"":34,""boring"":70,""depress"
GPT-5.2,google_gsv_011115,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":28,""beautiful"":40,""boring"":72,""depressing"
GPT-5.2,google_gsv_027943,northern_africa_western_asia,"{""safe"":55,""lively"":10,""wealthy"":20,"""
GPT-5.2,google_gsv_023494,central_southern_asia,"{""safe"":62,""lively"":38,""wealthy"":45,""beautiful"":34,""boring"":66,""depressing"":"
GPT-5.2,google_gsv_021860,central_southern_asia,"{""safe"":68,""lively"":18,""wealthy"":24,""beautiful"":46,""boring"":"
GPT-5.2,google_gsv_004476,central_southern_asia,"{""safe"":62,""lively"":18,""wealthy"":22,""beautiful"":46,""boring"":74,""depress"
GPT-5.2,google_gsv_019855,sub_saharan_africa,"{""safe"":55,""lively"":"
GPT-5.2,google_gsv_021373,sub_saharan_africa,"{""safe"":45,""lively"":15,""wealthy"":20,""beautiful"":30,""bor"
GPT-5.2,google_gsv_015238,sub_saharan_africa,"{""safe"":72,""lively"":18,""wealthy"":48"
GPT-5.2,google_gsv_014898,sub_saharan_africa,"{""safe"":62,""lively"":18,""wealthy"":28,""beautiful"":34,""boring"":74,""depressing"
GPT-5.2,google_gsv_014614,sub_saharan_africa,"{""safe"
GPT-5.2,google_gsv_002850,sub_saharan_africa,"{""safe"":62,""lively"
GPT-5.2,google_gsv_002850,northern_africa_western_asia,"{""safe"":55,""lively"":10,""wealthy"":40,""beautiful"":35,""boring"
GPT-5.2,google_gsv_014389,sub_saharan_africa,"{""safe"":58,""lively"":18,""wealthy"":22,""beautiful"":32,""boring"":74,""de"
GPT-5.2,google_gsv_010872,latin_america_caribbean,"{
  ""safe"": 52,
  ""lively"": 28,
  ""wealthy"": 20,
  ""beautiful"": 55,
  ""boring"":"
GPT-5.2,google_gsv_010872,northern_africa_western_asia,"{""safe"":58,""lively"":32,""wealthy"":22,""beautiful"":"
GPT-5.2,google_gsv_000823,sub_saharan_africa,"{""safe"":68,""lively"":18,""wealthy"":35,""beautiful"":45,"""
GPT-5.2,google_gsv_027437,northern_africa_western_asia,"{""safe"":62,""lively"":18,""wealth"
GPT-5.2,google_gsv_003221,sub_saharan_africa,"{""safe"":78,""lively"":22,""wealthy"":63,""beautiful"":54,""boring"":71,""depressing"
GPT-5.2,google_gsv_002115,sub_saharan_africa,"{""safe"":62,""lively"":18"
GPT-5.2,google_gsv_019577,northern_africa_western_asia,"{""safe"":32,""lively"":12,""wealthy"":8,""beautiful"":18,""bor"
GPT-5.2,google_gsv_016130,sub_saharan_africa,"{""safe"":28,""lively"":15,""wealth"
GPT-5.2,google_gsv_022978,northern_africa_western_asia,"{""safe"":70,""lively"":20,""wealthy"":40,""beautiful"":35,""boring"":75,""depress"
GPT-5.2,google_gsv_010947,sub_saharan_africa,"{""safe"":72,""lively"":"
GPT-5.2,google_gsv_024428,sub_saharan_africa,"{""safe"":65,""lively"":18"
GPT-5.2,google_gsv_008240,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":25,""beautiful"":45,""boring"":"
GPT-5.2,google_gsv_019654,sub_saharan_africa,"{""safe"":58,""lively"":12,""wealthy"":28,""beautiful"":45,""bor"
GPT-5.2,google_gsv_024089,sub_saharan_africa,"{""safe"":"
GPT-5.2,google_gsv_003757,east_southeast_asia,"{""safe"":62,""lively"":18,""wealthy"":28,""beautiful"":35,""boring"":78"
GPT-5.2,google_gsv_002907,sub_saharan_africa,"{""safe"":68,""lively"":12,""wealthy"":18,""beautiful"":55,""boring"":78,""depressing"":"
GPT-5.2,google_gsv_009980,sub_saharan_africa,"{""safe"":45,""lively"":10,""wealthy"":30,""beautiful"":25,""boring"
GPT-5.2,google_gsv_020863,sub_saharan_africa,"{""safe"":68,""lively"":18,""wealthy"":55,""beautiful"":40,"""
GPT-5.2,google_gsv_004151,sub_saharan_africa,"{""safe"":55,""lively"":10,""wealthy"":25,""beautiful"":45,""bor"
GPT-5.2,google_gsv_002732,sub_saharan_africa,"{""safe"":58,""lively"":35,""wealthy"":40,""beautiful"":55,""boring"":62,""de"
GPT-5.2,google_gsv_022790,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"":35,""beautiful"":55,""boring"":66,"""
GPT-5.2,google_gsv_000841,sub_saharan_africa,"{""safe"":62,""lively"":12,""wealthy"":28"
GPT-5.2,google_gsv_025806,sub_saharan_africa,"{
  ""safe"": 58,
  ""lively"": 18,
  ""wealthy"": 55,
  ""beautiful"": 34"
GPT-5.2,google_gsv_019971,central_southern_asia,"{""safe"":55,""lively"":15,""wealthy"":20,""beautiful"":25,""boring"":75,""depressing"
GPT-5.2,google_gsv_026078,sub_saharan_africa,"{""safe"":45,""lively"":15,""wealthy"":30,""beautiful"":35,""boring"":75,""depressing"
GPT-5.2,google_gsv_000930,northern_africa_western_asia,"{""safe"":62,""lively"":38,""wealthy"":32,""beautiful"":46,""boring"":58,""depressing"":"
GPT-5.2,google_gsv_000930,east_southeast_asia,"{""safe"":58,"""
GPT-5.2,google_gsv_028798,sub_saharan_africa,"{""safe"":68,""lively"":12,""wealthy"":35,""beautiful"":42,""boring"":78,""de"
GPT-5.2,google_gsv_016327,sub_saharan_africa,"{""safe"":60,""lively"":15,""wealthy"":25,""beautiful"":45,""bor"
GPT-5.2,google_gsv_003740,sub_saharan_africa,"{""safe"":60,""lively"":18,""wealthy"
GPT-5.2,google_gsv_023983,sub_saharan_africa,"{""safe"":62,""lively"":28,""wealthy"":30,""beautiful"":46,""boring"":66,"""
