axis,model,subgroup,dimension,Image,llm_score,n_comp,llm_score_0_10,human_score_0_10
gender,GPT-5.2,male,lively,23,0.3333333333333333,3,3.333333333333333,3.4780701754385968
gender,GPT-5.2,male,lively,39,0.0,1,0.0,3.5287831077304763
gender,GPT-5.2,male,lively,70,1.0,1,10.0,6.030589293747188
gender,GPT-5.2,male,lively,166,0.0,1,0.0,4.0373677248677255
gender,GPT-5.2,male,lively,219,1.0,1,10.0,3.951853701853702
gender,GPT-5.2,male,lively,270,0.0,2,0.0,7.155423280423281
gender,GPT-5.2,male,lively,271,0.0,1,0.0,5.944444444444445
gender,GPT-5.2,male,lively,317,0.0,1,0.0,4.592518048400402
gender,GPT-5.2,male,lively,323,1.0,1,10.0,6.129464285714286
gender,GPT-5.2,male,lively,325,1.0,1,10.0,4.332477435418612
gender,GPT-5.2,male,lively,326,0.42857142857142855,7,4.285714285714286,3.0370370370370368
gender,GPT-5.2,male,lively,328,0.0,1,0.0,6.255180005180005
gender,GPT-5.2,male,lively,331,1.0,1,10.0,6.151062753036437
gender,GPT-5.2,male,lively,345,1.0,1,10.0,5.867063492063492
gender,GPT-5.2,male,lively,375,0.3333333333333333,3,3.333333333333333,8.833333333333334
gender,GPT-5.2,male,lively,383,1.0,1,10.0,7.385569985569986
gender,GPT-5.2,male,lively,386,1.0,1,10.0,6.159791551948415
gender,GPT-5.2,male,safe,21,0.0,1,0.0,2.451515151515152
gender,GPT-5.2,male,safe,59,0.0,1,0.0,3.813439719322072
gender,GPT-5.2,male,safe,87,1.0,1,10.0,4.987377407103192
gender,GPT-5.2,male,safe,112,0.0,1,0.0,4.814814814814815
gender,GPT-5.2,male,safe,121,0.0,1,0.0,4.549195017945018
gender,GPT-5.2,male,safe,159,1.0,1,10.0,3.7161212970036495
gender,GPT-5.2,male,safe,161,1.0,1,10.0,5.01480774127833
gender,GPT-5.2,male,safe,194,0.0,1,0.0,3.959087481146305
gender,GPT-5.2,male,safe,201,0.25,4,2.5,5.491363211951447
gender,GPT-5.2,male,safe,210,0.42857142857142855,7,4.285714285714286,8.333333333333334
gender,GPT-5.2,male,safe,211,1.0,2,10.0,4.083333333333334
gender,GPT-5.2,male,safe,222,0.0,1,0.0,6.980392156862746
gender,GPT-5.2,male,safe,271,1.0,1,10.0,3.360084703737954
gender,GPT-5.2,male,safe,297,1.0,1,10.0,3.071597591721431
gender,GPT-5.2,male,safe,300,0.0,1,0.0,6.851851851851851
gender,GPT-5.2,male,safe,339,1.0,2,10.0,7.635327635327635
gender,GPT-5.2,male,safe,365,0.0,1,0.0,5.207961972667856
gender,GPT-5.2,male,safe,367,1.0,1,10.0,4.068579568579568
gender,GPT-5.2,male,safe,380,1.0,1,10.0,5.517013269954447
gender,GPT-5.2,male,wealthy,6,0.0,2,0.0,2.757208840542174
gender,GPT-5.2,male,wealthy,80,0.0,4,0.0,6.163084215167549
gender,GPT-5.2,male,wealthy,82,0.0,1,0.0,1.3378442545109213
gender,GPT-5.2,male,wealthy,87,1.0,1,10.0,4.643874643874644
gender,GPT-5.2,male,wealthy,148,0.0,1,0.0,5.5911680911680905
gender,GPT-5.2,male,wealthy,150,0.0,1,0.0,3.3179632867132867
gender,GPT-5.2,male,wealthy,168,1.0,1,10.0,4.75053718068424
gender,GPT-5.2,male,wealthy,173,1.0,1,10.0,5.703537217856104
gender,GPT-5.2,male,wealthy,175,0.5,2,5.0,3.965864823007681
gender,GPT-5.2,male,wealthy,204,0.3333333333333333,3,3.333333333333333,5.991582491582491
gender,GPT-5.2,male,wealthy,242,1.0,1,10.0,3.590643274853801
gender,GPT-5.2,male,wealthy,244,0.5,2,5.0,6.662745098039216
gender,GPT-5.2,male,wealthy,249,1.0,1,10.0,6.306402808036794
gender,GPT-5.2,male,wealthy,284,0.0,1,0.0,4.678293928293928
gender,GPT-5.2,male,wealthy,309,1.0,1,10.0,4.787179487179487
gender,GPT-5.2,male,wealthy,321,1.0,1,10.0,4.652243589743589
gender,GPT-5.2,male,wealthy,345,1.0,1,10.0,3.9459959067802206
gender,GPT-5.2,male,wealthy,348,1.0,1,10.0,3.458333333333334
gender,GPT-5.2,male,wealthy,368,1.0,2,10.0,4.252645502645502
gender,GPT-5.2,male,wealthy,373,0.0,1,0.0,7.0651515151515145
gender,GPT-5.2,male,wealthy,384,1.0,1,10.0,5.03254357298475
age,Claude Sonnet 4,older,beautiful,26,1.0,1,10.0,4.278578211911546
age,Claude Sonnet 4,older,beautiful,32,0.0,2,0.0,5.395622895622896
age,Claude Sonnet 4,older,beautiful,44,0.0,1,0.0,5.743920431420432
age,Claude Sonnet 4,older,beautiful,47,0.0,1,0.0,3.961840628507296
age,Claude Sonnet 4,older,beautiful,79,0.0,1,0.0,2.777777777777778
age,Claude Sonnet 4,older,beautiful,125,0.0,1,0.0,4.058572146807442
age,Claude Sonnet 4,older,beautiful,133,0.5,2,5.0,6.388888888888889
age,Claude Sonnet 4,older,beautiful,156,0.0,1,0.0,6.832010582010583
age,Claude Sonnet 4,older,beautiful,178,0.0,1,0.0,3.179228179228179
age,Claude Sonnet 4,older,beautiful,181,0.0,1,0.0,7.93835793835794
age,Claude Sonnet 4,older,beautiful,222,0.5,2,5.0,9.04761904761905
age,Claude Sonnet 4,older,beautiful,257,0.0,1,0.0,3.635040885040885
age,Claude Sonnet 4,older,beautiful,270,1.0,2,10.0,3.626984126984128
age,Claude Sonnet 4,older,beautiful,273,0.0,1,0.0,5.833333333333334
age,Claude Sonnet 4,older,beautiful,291,1.0,1,10.0,2.63014763014763
age,Claude Sonnet 4,older,beautiful,294,0.6666666666666666,3,6.666666666666666,7.198773448773448
age,Claude Sonnet 4,older,beautiful,303,1.0,1,10.0,3.7777777777777777
age,Claude Sonnet 4,older,beautiful,320,1.0,2,10.0,4.161435786435787
age,Claude Sonnet 4,older,beautiful,321,1.0,1,10.0,5.560217560217561
age,Claude Sonnet 4,older,beautiful,343,1.0,1,10.0,2.883597883597884
age,Claude Sonnet 4,older,beautiful,345,1.0,1,10.0,5.5701754385964914
age,Claude Sonnet 4,older,beautiful,353,0.0,1,0.0,7.568376068376068
age,Claude Sonnet 4,older,beautiful,368,1.0,1,10.0,4.772346866096867
age,Claude Sonnet 4,older,boring,1,1.0,2,10.0,5.914983164983165
age,Claude Sonnet 4,older,boring,2,0.0,1,0.0,6.141387298250044
age,Claude Sonnet 4,older,boring,32,1.0,1,10.0,4.31960631960632
age,Claude Sonnet 4,older,boring,50,1.0,1,10.0,7.617826617826617
age,Claude Sonnet 4,older,boring,51,0.0,1,0.0,4.957070707070708
age,Claude Sonnet 4,older,boring,60,0.3333333333333333,3,3.333333333333333,6.996794871794871
age,Claude Sonnet 4,older,boring,61,1.0,1,10.0,6.131354026090868
age,Claude Sonnet 4,older,boring,115,0.0,1,0.0,1.869047619047619
age,Claude Sonnet 4,older,boring,138,0.7142857142857143,7,7.142857142857143,7.542929292929292
age,Claude Sonnet 4,older,boring,141,1.0,1,10.0,4.879336574254015
age,Claude Sonnet 4,older,boring,201,0.5,2,5.0,4.015752765752766
age,Claude Sonnet 4,older,boring,241,0.0,1,0.0,4.199346405228758
age,Claude Sonnet 4,older,boring,253,0.0,1,0.0,4.468434343434343
age,Claude Sonnet 4,older,boring,304,1.0,1,10.0,3.9629629629629632
age,Claude Sonnet 4,older,boring,307,0.0,1,0.0,4.450757575757576
age,Claude Sonnet 4,older,boring,316,0.0,2,0.0,3.838383838383839
age,Claude Sonnet 4,older,boring,318,0.0,1,0.0,4.9645959523410506
age,Claude Sonnet 4,older,boring,372,1.0,1,10.0,6.3779507529507535
age,Claude Sonnet 4,older,boring,396,0.0,1,0.0,3.085685284214696
age,Claude Sonnet 4,older,depressing,16,1.0,2,10.0,7.952991452991455
age,Claude Sonnet 4,older,depressing,23,1.0,1,10.0,4.5998778998779
age,Claude Sonnet 4,older,depressing,45,1.0,1,10.0,3.611992945326279
age,Claude Sonnet 4,older,depressing,57,1.0,1,10.0,3.239495798319328
age,Claude Sonnet 4,older,depressing,105,1.0,1,10.0,3.525641025641026
age,Claude Sonnet 4,older,depressing,110,1.0,1,10.0,3.710838544171878
age,Claude Sonnet 4,older,depressing,137,1.0,1,10.0,6.988742466683643
age,Claude Sonnet 4,older,depressing,152,0.0,1,0.0,3.465608465608466
age,Claude Sonnet 4,older,depressing,195,1.0,1,10.0,3.932834141167474
age,Claude Sonnet 4,older,depressing,220,1.0,1,10.0,5.273606023606025
age,Claude Sonnet 4,older,depressing,221,1.0,1,10.0,3.611111111111112
age,Claude Sonnet 4,older,depressing,263,0.6666666666666666,3,6.666666666666666,5.878787878787879
age,Claude Sonnet 4,older,depressing,275,0.0,1,0.0,2.664230649524768
age,Claude Sonnet 4,older,depressing,284,0.0,1,0.0,3.2350427350427355
age,Claude Sonnet 4,older,depressing,288,1.0,1,10.0,3.222222222222222
age,Claude Sonnet 4,older,depressing,306,0.0,2,0.0,2.6408313908313907
age,Claude Sonnet 4,older,depressing,318,0.0,1,0.0,7.054029304029305
age,Claude Sonnet 4,older,depressing,330,0.0,1,0.0,5.965099715099717
age,Claude Sonnet 4,older,depressing,331,0.0,2,0.0,5.397682791065144
age,Claude Sonnet 4,older,depressing,340,0.0,4,0.0,2.84371946136652
age,Claude Sonnet 4,older,depressing,344,0.0,1,0.0,4.279727095516569
age,Claude Sonnet 4,older,depressing,364,1.0,1,10.0,2.4643874643874644
age,Claude Sonnet 4,older,lively,33,1.0,3,10.0,8.215199615199616
age,Claude Sonnet 4,older,lively,104,1.0,2,10.0,4.766951566951567
age,Claude Sonnet 4,older,lively,122,0.0,1,0.0,4.2006734006734
age,Claude Sonnet 4,older,lively,140,0.0,1,0.0,4.290123456790123
age,Claude Sonnet 4,older,lively,142,0.0,2,0.0,2.409645909645909
age,Claude Sonnet 4,older,lively,153,1.0,1,10.0,5.125060125060125
age,Claude Sonnet 4,older,lively,178,0.0,1,0.0,2.9683742183742186
age,Claude Sonnet 4,older,lively,190,0.4,5,4.0,1.851851851851852
age,Claude Sonnet 4,older,lively,191,0.0,1,0.0,2.8703703703703707
age,Claude Sonnet 4,older,lively,204,0.0,1,0.0,3.9272486772486777
age,Claude Sonnet 4,older,lively,219,0.0,1,0.0,8.000000000000002
age,Claude Sonnet 4,older,lively,294,0.0,1,0.0,1.6666666666666667
age,Claude Sonnet 4,older,lively,302,0.75,4,7.5,5.525030525030525
age,Claude Sonnet 4,older,lively,304,1.0,1,10.0,5.095165945165946
age,Claude Sonnet 4,older,lively,311,1.0,1,10.0,5.638888888888889
age,Claude Sonnet 4,older,lively,370,1.0,1,10.0,5.086182336182336
age,Claude Sonnet 4,older,lively,398,0.0,2,0.0,4.505241458624917
age,Claude Sonnet 4,older,lively,399,1.0,1,10.0,4.710758377425044
age,Claude Sonnet 4,older,safe,3,0.0,1,0.0,5.1003086419753085
age,Claude Sonnet 4,older,safe,26,0.5,2,5.0,4.246383246383247
age,Claude Sonnet 4,older,safe,40,0.5,2,5.0,4.858097195107
age,Claude Sonnet 4,older,safe,44,0.16666666666666666,6,1.6666666666666665,8.666666666666668
age,Claude Sonnet 4,older,safe,45,1.0,1,10.0,4.618298368298368
age,Claude Sonnet 4,older,safe,65,0.0,1,0.0,3.0808234974901643
age,Claude Sonnet 4,older,safe,112,0.0,1,0.0,4.774114774114774
age,Claude Sonnet 4,older,safe,114,1.0,1,10.0,4.7996332371332375
age,Claude Sonnet 4,older,safe,136,0.0,1,0.0,1.9823232323232325
age,Claude Sonnet 4,older,safe,141,1.0,1,10.0,4.129208754208754
age,Claude Sonnet 4,older,safe,188,0.0,1,0.0,0.8749999999999999
age,Claude Sonnet 4,older,safe,199,1.0,1,10.0,2.7891737891737893
age,Claude Sonnet 4,older,safe,220,1.0,2,10.0,5.108776844070961
age,Claude Sonnet 4,older,safe,223,0.0,1,0.0,5.668207282913166
age,Claude Sonnet 4,older,safe,229,0.0,1,0.0,3.015785801500088
age,Claude Sonnet 4,older,safe,238,1.0,1,10.0,4.074074074074074
age,Claude Sonnet 4,older,safe,299,0.0,1,0.0,2.3703703703703707
age,Claude Sonnet 4,older,safe,306,1.0,1,10.0,6.194190069190069
age,Claude Sonnet 4,older,safe,332,1.0,2,10.0,6.716524216524217
age,Claude Sonnet 4,older,safe,341,1.0,1,10.0,3.4455285455285454
age,Claude Sonnet 4,older,safe,355,1.0,1,10.0,4.791666666666667
age,Claude Sonnet 4,older,wealthy,6,0.0,2,0.0,5.381313131313132
age,Claude Sonnet 4,older,wealthy,26,0.5,2,5.0,5.934483408748115
age,Claude Sonnet 4,older,wealthy,120,0.0,2,0.0,4.416870166870168
age,Claude Sonnet 4,older,wealthy,128,0.0,1,0.0,1.1111111111111114
age,Claude Sonnet 4,older,wealthy,132,1.0,1,10.0,2.111111111111111
age,Claude Sonnet 4,older,wealthy,147,0.0,1,0.0,4.937710437710438
age,Claude Sonnet 4,older,wealthy,164,0.2,5,2.0,6.111111111111111
age,Claude Sonnet 4,older,wealthy,172,0.0,1,0.0,6.388888888888889
age,Claude Sonnet 4,older,wealthy,261,1.0,1,10.0,3.847362514029181
age,Claude Sonnet 4,older,wealthy,301,1.0,1,10.0,5.181818181818183
age,Claude Sonnet 4,older,wealthy,337,1.0,1,10.0,8.109217171717171
age,Claude Sonnet 4,older,wealthy,339,1.0,1,10.0,4.861697035716643
age,Claude Sonnet 4,older,wealthy,340,1.0,1,10.0,4.296296296296297
age,Claude Sonnet 4,older,wealthy,343,1.0,1,10.0,4.358211233211233
age,Claude Sonnet 4,older,wealthy,383,0.3333333333333333,3,3.333333333333333,7.790642806267806
age,Claude Sonnet 4,older,wealthy,384,0.5,2,5.0,4.54522792022792
age,Claude Sonnet 4,older,wealthy,387,1.0,1,10.0,6.959876543209877
age,Claude Sonnet 4,older,wealthy,388,1.0,1,10.0,4.971765271765273
age,Claude Sonnet 4,older,wealthy,392,1.0,1,10.0,5.512037037037038
age,Claude Sonnet 4,older,wealthy,393,1.0,1,10.0,6.958473625140291
age,Claude Sonnet 4,young,beautiful,26,1.0,1,10.0,7.880952380952381
age,Claude Sonnet 4,young,beautiful,32,0.0,2,0.0,1.9444444444444449
age,Claude Sonnet 4,young,beautiful,44,0.0,1,0.0,1.9444444444444449
age,Claude Sonnet 4,young,beautiful,47,0.0,1,0.0,6.011904761904762
age,Claude Sonnet 4,young,beautiful,79,0.0,1,0.0,4.898148148148149
age,Claude Sonnet 4,young,beautiful,125,0.0,1,0.0,1.8125
age,Claude Sonnet 4,young,beautiful,133,0.5,2,5.0,2.6388888888888893
age,Claude Sonnet 4,young,beautiful,156,0.0,1,0.0,3.555555555555556
age,Claude Sonnet 4,young,beautiful,178,0.0,1,0.0,6.25
age,Claude Sonnet 4,young,beautiful,181,0.0,1,0.0,3.5000000000000004
age,Claude Sonnet 4,young,beautiful,222,0.5,2,5.0,3.916666666666667
age,Claude Sonnet 4,young,beautiful,257,0.0,1,0.0,5.896825396825397
age,Claude Sonnet 4,young,beautiful,270,1.0,2,10.0,6.851851851851851
age,Claude Sonnet 4,young,beautiful,273,0.0,1,0.0,2.708333333333333
age,Claude Sonnet 4,young,beautiful,291,1.0,1,10.0,4.166666666666667
age,Claude Sonnet 4,young,beautiful,294,0.6666666666666666,3,6.666666666666666,2.579365079365079
age,Claude Sonnet 4,young,beautiful,303,1.0,1,10.0,8.065476190476192
age,Claude Sonnet 4,young,beautiful,320,1.0,2,10.0,7.037037037037036
age,Claude Sonnet 4,young,beautiful,321,1.0,1,10.0,8.077777777777778
age,Claude Sonnet 4,young,beautiful,343,1.0,1,10.0,7.333333333333334
age,Claude Sonnet 4,young,beautiful,345,1.0,1,10.0,9.166666666666668
age,Claude Sonnet 4,young,beautiful,353,0.0,1,0.0,4.047619047619048
age,Claude Sonnet 4,young,beautiful,368,1.0,1,10.0,8.333333333333334
age,Claude Sonnet 4,young,boring,1,1.0,2,10.0,1.4696969696969695
age,Claude Sonnet 4,young,boring,2,1.0,1,10.0,1.6666666666666667
age,Claude Sonnet 4,young,boring,32,1.0,1,10.0,5.833333333333334
age,Claude Sonnet 4,young,boring,50,1.0,1,10.0,3.611111111111112
age,Claude Sonnet 4,young,boring,51,0.0,1,0.0,8.73611111111111
age,Claude Sonnet 4,young,boring,60,0.3333333333333333,3,3.333333333333333,1.523809523809524
age,Claude Sonnet 4,young,boring,61,1.0,1,10.0,8.670634920634921
age,Claude Sonnet 4,young,boring,115,0.0,1,0.0,6.703703703703704
age,Claude Sonnet 4,young,boring,138,0.7142857142857143,7,7.142857142857143,1.5327380952380951
age,Claude Sonnet 4,young,boring,141,1.0,1,10.0,8.465608465608465
age,Claude Sonnet 4,young,boring,201,0.0,2,0.0,7.481481481481482
age,Claude Sonnet 4,young,boring,241,0.0,1,0.0,5.666666666666667
age,Claude Sonnet 4,young,boring,253,0.0,1,0.0,5.886243386243386
age,Claude Sonnet 4,young,boring,304,1.0,1,10.0,7.222222222222222
age,Claude Sonnet 4,young,boring,307,0.0,1,0.0,6.018518518518519
age,Claude Sonnet 4,young,boring,316,0.0,2,0.0,6.111111111111112
age,Claude Sonnet 4,young,boring,318,0.0,1,0.0,7.797619047619048
age,Claude Sonnet 4,young,boring,372,1.0,1,10.0,4.166666666666667
age,Claude Sonnet 4,young,boring,396,0.0,1,0.0,8.363095238095237
age,Claude Sonnet 4,young,depressing,16,1.0,2,10.0,3.4166666666666665
age,Claude Sonnet 4,young,depressing,23,1.0,1,10.0,1.6666666666666667
age,Claude Sonnet 4,young,depressing,45,1.0,1,10.0,2.2222222222222228
age,Claude Sonnet 4,young,depressing,57,1.0,1,10.0,6.458333333333334
age,Claude Sonnet 4,young,depressing,105,1.0,1,10.0,8.229166666666668
age,Claude Sonnet 4,young,depressing,110,0.0,1,0.0,7.398809523809525
age,Claude Sonnet 4,young,depressing,137,1.0,1,10.0,5.555555555555555
age,Claude Sonnet 4,young,depressing,152,0.0,1,0.0,6.20899470899471
age,Claude Sonnet 4,young,depressing,195,1.0,1,10.0,7.416666666666667
age,Claude Sonnet 4,young,depressing,220,1.0,1,10.0,3.3968253968253967
age,Claude Sonnet 4,young,depressing,221,1.0,1,10.0,1.904761904761905
age,Claude Sonnet 4,young,depressing,263,0.6666666666666666,3,6.666666666666666,0.6666666666666665
age,Claude Sonnet 4,young,depressing,275,0.0,1,0.0,4.861111111111112
age,Claude Sonnet 4,young,depressing,284,0.0,1,0.0,5.438271604938272
age,Claude Sonnet 4,young,depressing,288,1.0,1,10.0,5.875661375661376
age,Claude Sonnet 4,young,depressing,306,0.0,2,0.0,6.597222222222222
age,Claude Sonnet 4,young,depressing,318,0.0,1,0.0,1.6666666666666667
age,Claude Sonnet 4,young,depressing,330,1.0,1,10.0,2.633928571428572
age,Claude Sonnet 4,young,depressing,331,0.0,2,0.0,1.777777777777778
age,Claude Sonnet 4,young,depressing,340,0.0,4,0.0,8.333333333333334
age,Claude Sonnet 4,young,depressing,344,0.0,1,0.0,2.195767195767196
age,Claude Sonnet 4,young,depressing,364,1.0,1,10.0,4.55952380952381
age,Claude Sonnet 4,young,lively,33,1.0,3,10.0,4.335097001763669
age,Claude Sonnet 4,young,lively,104,1.0,2,10.0,1.5740740740740744
age,Claude Sonnet 4,young,lively,122,0.0,1,0.0,1.851851851851852
age,Claude Sonnet 4,young,lively,140,0.0,1,0.0,6.666666666666667
age,Claude Sonnet 4,young,lively,142,0.0,2,0.0,5.555555555555555
age,Claude Sonnet 4,young,lively,153,1.0,1,10.0,7.5
age,Claude Sonnet 4,young,lively,178,0.0,1,0.0,1.0000000000000002
age,Claude Sonnet 4,young,lively,190,0.4,5,4.0,6.25
age,Claude Sonnet 4,young,lively,191,0.0,1,0.0,5.777777777777779
age,Claude Sonnet 4,young,lively,204,0.0,1,0.0,7.01388888888889
age,Claude Sonnet 4,young,lively,219,0.0,1,0.0,4.000000000000001
age,Claude Sonnet 4,young,lively,294,0.0,1,0.0,4.285714285714286
age,Claude Sonnet 4,young,lively,302,0.75,4,7.5,1.25
age,Claude Sonnet 4,young,lively,304,1.0,1,10.0,1.6666666666666667
age,Claude Sonnet 4,young,lively,311,1.0,1,10.0,2.2222222222222228
age,Claude Sonnet 4,young,lively,370,1.0,1,10.0,2.5
age,Claude Sonnet 4,young,lively,398,0.0,2,0.0,8.492063492063492
age,Claude Sonnet 4,young,lively,399,1.0,1,10.0,8.333333333333334
age,Claude Sonnet 4,young,safe,3,0.0,1,0.0,2.6388888888888893
age,Claude Sonnet 4,young,safe,26,0.5,2,5.0,7.097222222222221
age,Claude Sonnet 4,young,safe,40,0.5,2,5.0,1.3888888888888893
age,Claude Sonnet 4,young,safe,44,0.16666666666666666,6,1.6666666666666665,2.8571428571428577
age,Claude Sonnet 4,young,safe,45,1.0,1,10.0,5.803571428571429
age,Claude Sonnet 4,young,safe,65,0.0,1,0.0,4.416666666666668
age,Claude Sonnet 4,young,safe,112,0.0,1,0.0,7.361111111111111
age,Claude Sonnet 4,young,safe,114,1.0,1,10.0,6.097222222222222
age,Claude Sonnet 4,young,safe,136,0.0,1,0.0,5.595238095238096
age,Claude Sonnet 4,young,safe,141,1.0,1,10.0,5.482168294668295
age,Claude Sonnet 4,young,safe,188,0.0,1,0.0,3.9444444444444446
age,Claude Sonnet 4,young,safe,199,1.0,1,10.0,4.792768959435626
age,Claude Sonnet 4,young,safe,220,1.0,2,10.0,1.5223665223665228
age,Claude Sonnet 4,young,safe,223,0.0,1,0.0,1.6666666666666667
age,Claude Sonnet 4,young,safe,229,0.0,1,0.0,6.142857142857142
age,Claude Sonnet 4,young,safe,238,1.0,1,10.0,8.25925925925926
age,Claude Sonnet 4,young,safe,299,0.0,1,0.0,6.272727272727273
age,Claude Sonnet 4,young,safe,306,1.0,1,10.0,1.6666666666666667
age,Claude Sonnet 4,young,safe,332,1.0,2,10.0,2.1785714285714293
age,Claude Sonnet 4,young,safe,341,1.0,1,10.0,8.30952380952381
age,Claude Sonnet 4,young,safe,355,1.0,1,10.0,8.465608465608465
age,Claude Sonnet 4,young,wealthy,6,0.0,2,0.0,1.4004629629629628
age,Claude Sonnet 4,young,wealthy,26,0.5,2,5.0,3.009259259259259
age,Claude Sonnet 4,young,wealthy,120,0.0,2,0.0,9.000000000000002
age,Claude Sonnet 4,young,wealthy,128,0.0,1,0.0,5.009920634920635
age,Claude Sonnet 4,young,wealthy,132,1.0,1,10.0,4.833333333333333
age,Claude Sonnet 4,young,wealthy,147,0.0,1,0.0,7.305555555555555
age,Claude Sonnet 4,young,wealthy,164,0.2,5,2.0,1.3333333333333337
age,Claude Sonnet 4,young,wealthy,172,0.0,1,0.0,3.055555555555556
age,Claude Sonnet 4,young,wealthy,261,1.0,1,10.0,6.9753086419753085
age,Claude Sonnet 4,young,wealthy,301,1.0,1,10.0,7.888888888888889
age,Claude Sonnet 4,young,wealthy,337,1.0,1,10.0,5.527777777777778
age,Claude Sonnet 4,young,wealthy,339,1.0,1,10.0,6.547619047619048
age,Claude Sonnet 4,young,wealthy,340,1.0,1,10.0,8.5
age,Claude Sonnet 4,young,wealthy,343,1.0,1,10.0,6.059523809523809
age,Claude Sonnet 4,young,wealthy,383,0.3333333333333333,3,3.333333333333333,2.7777777777777777
age,Claude Sonnet 4,young,wealthy,384,0.5,2,5.0,8.38888888888889
age,Claude Sonnet 4,young,wealthy,387,1.0,1,10.0,4.194444444444445
age,Claude Sonnet 4,young,wealthy,388,1.0,1,10.0,8.166666666666668
age,Claude Sonnet 4,young,wealthy,392,1.0,1,10.0,8.333333333333334
age,Claude Sonnet 4,young,wealthy,393,1.0,1,10.0,8.670634920634921
age,Gemini 2.5 Flash,older,beautiful,26,1.0,1,10.0,4.278578211911546
age,Gemini 2.5 Flash,older,beautiful,32,0.0,2,0.0,5.395622895622896
age,Gemini 2.5 Flash,older,beautiful,44,0.0,1,0.0,5.743920431420432
age,Gemini 2.5 Flash,older,beautiful,47,1.0,1,10.0,3.961840628507296
age,Gemini 2.5 Flash,older,beautiful,79,0.0,1,0.0,2.777777777777778
age,Gemini 2.5 Flash,older,beautiful,125,0.0,1,0.0,4.058572146807442
age,Gemini 2.5 Flash,older,beautiful,133,1.0,2,10.0,6.388888888888889
age,Gemini 2.5 Flash,older,beautiful,156,0.0,1,0.0,6.832010582010583
age,Gemini 2.5 Flash,older,beautiful,178,0.0,1,0.0,3.179228179228179
age,Gemini 2.5 Flash,older,beautiful,181,0.0,1,0.0,7.93835793835794
age,Gemini 2.5 Flash,older,beautiful,222,0.5,2,5.0,9.04761904761905
age,Gemini 2.5 Flash,older,beautiful,257,0.0,1,0.0,3.635040885040885
age,Gemini 2.5 Flash,older,beautiful,270,1.0,2,10.0,3.626984126984128
age,Gemini 2.5 Flash,older,beautiful,273,0.5,1,5.0,5.833333333333334
age,Gemini 2.5 Flash,older,beautiful,291,0.0,1,0.0,2.63014763014763
age,Gemini 2.5 Flash,older,beautiful,294,0.6666666666666666,3,6.666666666666666,7.198773448773448
age,Gemini 2.5 Flash,older,beautiful,303,0.5,1,5.0,3.7777777777777777
age,Gemini 2.5 Flash,older,beautiful,320,0.5,2,5.0,4.161435786435787
age,Gemini 2.5 Flash,older,beautiful,321,1.0,1,10.0,5.560217560217561
age,Gemini 2.5 Flash,older,beautiful,343,1.0,1,10.0,2.883597883597884
age,Gemini 2.5 Flash,older,beautiful,345,1.0,1,10.0,5.5701754385964914
age,Gemini 2.5 Flash,older,beautiful,353,0.0,1,0.0,7.568376068376068
age,Gemini 2.5 Flash,older,beautiful,368,1.0,1,10.0,4.772346866096867
age,Gemini 2.5 Flash,older,boring,1,1.0,2,10.0,5.914983164983165
age,Gemini 2.5 Flash,older,boring,2,1.0,1,10.0,6.141387298250044
age,Gemini 2.5 Flash,older,boring,32,0.0,1,0.0,4.31960631960632
age,Gemini 2.5 Flash,older,boring,50,1.0,1,10.0,7.617826617826617
age,Gemini 2.5 Flash,older,boring,51,0.0,1,0.0,4.957070707070708
age,Gemini 2.5 Flash,older,boring,60,1.0,3,10.0,6.996794871794871
age,Gemini 2.5 Flash,older,boring,61,0.0,1,0.0,6.131354026090868
age,Gemini 2.5 Flash,older,boring,115,0.0,1,0.0,1.869047619047619
age,Gemini 2.5 Flash,older,boring,138,0.9285714285714286,7,9.285714285714286,7.542929292929292
age,Gemini 2.5 Flash,older,boring,141,0.5,1,5.0,4.879336574254015
age,Gemini 2.5 Flash,older,boring,201,0.0,2,0.0,4.015752765752766
age,Gemini 2.5 Flash,older,boring,241,0.0,1,0.0,4.199346405228758
age,Gemini 2.5 Flash,older,boring,253,0.0,1,0.0,4.468434343434343
age,Gemini 2.5 Flash,older,boring,304,0.0,1,0.0,3.9629629629629632
age,Gemini 2.5 Flash,older,boring,307,0.0,1,0.0,4.450757575757576
age,Gemini 2.5 Flash,older,boring,316,0.0,2,0.0,3.838383838383839
age,Gemini 2.5 Flash,older,boring,318,0.0,1,0.0,4.9645959523410506
age,Gemini 2.5 Flash,older,boring,372,0.0,1,0.0,6.3779507529507535
age,Gemini 2.5 Flash,older,boring,396,1.0,1,10.0,3.085685284214696
age,Gemini 2.5 Flash,older,depressing,16,1.0,2,10.0,7.952991452991455
age,Gemini 2.5 Flash,older,depressing,23,1.0,1,10.0,4.5998778998779
age,Gemini 2.5 Flash,older,depressing,45,1.0,1,10.0,3.611992945326279
age,Gemini 2.5 Flash,older,depressing,57,0.5,1,5.0,3.239495798319328
age,Gemini 2.5 Flash,older,depressing,105,1.0,1,10.0,3.525641025641026
age,Gemini 2.5 Flash,older,depressing,110,0.0,1,0.0,3.710838544171878
age,Gemini 2.5 Flash,older,depressing,137,1.0,1,10.0,6.988742466683643
age,Gemini 2.5 Flash,older,depressing,152,0.0,1,0.0,3.465608465608466
